,Symbol,Description,Exchange,Last Price,Market Cap
1337,GLIBP,Gci Liberty Inc. Ser A Pfd,NASDAQ,0,0
1338,GLMD,Galmed Pharmaceutica,NASDAQ,0,0
1339,GLNG,Golar Lng Ltd,NASDAQ,0,0
1340,GLPG,Galapagos Nv,NASDAQ,0,0
1341,GLPI,Gaming & Leisure,NASDAQ,0,0
1342,GLRE,Greenlight Cap. Re.,NASDAQ,0,0
1343,GLUU,Glu Mobile Inc,NASDAQ,0,0
1344,GLYC,Glycomimetics Inc,NASDAQ,0,0
1345,GMDA,Gamida Cell Ltd.,NASDAQ,0,0
1346,GMLP,Golar Lng Partners,NASDAQ,0,0
1347,GMLPP,Golar Lng Partners LP,NASDAQ,0,0
1348,GNBC,Green Bancorp,NASDAQ,0,0
1349,GNCA,Genocea Biosciences,NASDAQ,0,0
1350,GNMA,GNMA Bond Ishares ETF,NASDAQ,0,0
1351,GNMK,Genmark Diagnostics,NASDAQ,0,0
1352,GNMX,Aevi Genomic Medicine,NASDAQ,0,0
1353,GNPX,Genprex Inc,NASDAQ,0,0
1354,GNRX,Generic Drugs Vaneck ETF,NASDAQ,0,0
1355,GNTX,Gentex Corp,NASDAQ,0,0
1356,GNTY,Guaranty Bancshares Inc,NASDAQ,0,0
1357,GNUS,Genius Brands International Inc,NASDAQ,0,0
1358,GOGL,Golden Ocean Gp,NASDAQ,0,0
1359,GOGO,Gogo Inc,NASDAQ,0,0
1360,GOLD,Randgold Res Ltd,NASDAQ,0,0
1361,GOOD,Gladstone Comml,NASDAQ,0,0
1362,GOODM,Gladstone Commercial Corporatio,NASDAQ,0,0
1363,GOODO,Gladstone Commercial,NASDAQ,0,0
1364,GOODP,Gladstone Commercial Corp,NASDAQ,0,0
1365,GOOG,Alphabet Class C,NASDAQ,0,0
1366,GOOGL,Alphabet Class A,NASDAQ,0,0
1367,GOV,Government Properties Income Trust,NASDAQ,0,0
1368,GOVNI,Government Properties Income TR,NASDAQ,0,0
1369,GPAQ,Gordon Pointe Acquisition Corp. Class A,NASDAQ,0,0
1370,GPAQU,Gordon Pointe Acquisition Corp. Unit,NASDAQ,0,0
1371,GPAQW,Gordon Pointe Acquisition Corp. Warrant,NASDAQ,0,0
1372,GPIC,Gaming Partners Intl,NASDAQ,0,0
1373,GPOR,Gulfport Energy Corp,NASDAQ,0,0
1374,GPP,Green Plains Partners LP,NASDAQ,0,0
1375,GPRE,Green Plains Inc,NASDAQ,0,0
1376,GPRO,Gopro Inc Cl A,NASDAQ,0,0
1377,GRBK,Green Brick Partners,NASDAQ,0,0
1378,GRFS,Grifols S.A.,NASDAQ,0,0
1379,GRID,Nasdaq Clean Edge Smart Grid Infr Index Fund FT,NASDAQ,0,0
1380,GRIF,Griffin Industrial,NASDAQ,0,0
1381,GRIN,Grindrod Shipping Holdings Ltd,NASDAQ,0,0
1382,GRMN,Garmin Ltd,NASDAQ,0,0
1383,GRNQ,Greenpro Capital Corp,NASDAQ,0,0
1384,GROW,U S Global Inv Inc,NASDAQ,0,0
1385,GRPN,Groupon Cl A,NASDAQ,0,0
1386,GRSH,Gores Holdings III Inc. Class A,NASDAQ,0,0
1387,GRSHU,Gores Holdings III Inc,NASDAQ,0,0
1388,GRSHW,Gores Holdings III Inc. Warrants,NASDAQ,0,0
1389,GRTS,Gritstone Oncology Inc.,NASDAQ,0,0
1390,GRVY,Gravity Co. Ltd,NASDAQ,0,0
1391,GSBC,Great Southern Bncp,NASDAQ,0,0
1392,GSHD,Goosehead Insurance Inc. Class A Common Stock,NASDAQ,0,0
1393,GSIT,Gsi Technology Inc,NASDAQ,0,0
1394,GSKY,Greensky Inc. Class A,NASDAQ,0,0
1395,GSM,Ferroglobe Plc Os,NASDAQ,0,0
1396,GSUM,Gridsum Holding Inc,NASDAQ,0,0
1397,GSVC,Gsv Capital Cp,NASDAQ,0,0
1398,GT,Goodyear Tire Rubber,NASDAQ,0,0
1399,GTHX,G1 Therapeutics Inc,NASDAQ,0,0
1400,GTIM,Good Times Rest,NASDAQ,0,0
1401,GTLS,Chart Industries In,NASDAQ,0,0
1402,GTXI,GTX Inc,NASDAQ,0,0
1403,GTYH,Gty Technology Holdings Inc,NASDAQ,0,0
1404,GTYHU,Gty Technology Holdings Inc,NASDAQ,0,0
1405,GULF,Wisdomtree Middle East Dividend Fund,NASDAQ,0,0
1406,GURE,Gulf Resources Inc,NASDAQ,0,0
1407,GVP,GSE Systems,NASDAQ,0,0
1408,GWGH,Gwg Holdings,NASDAQ,0,0
1409,GWPH,Gw Pharma ADR,NASDAQ,0,0
1410,GWRS,Global Water Reso,NASDAQ,0,0
1411,GYRO,Gyrodyne Llc,NASDAQ,0,0
1412,HA,Hawaiian Hldgs Inc,NASDAQ,0,0
1413,HABT,Habit Rest Cmn A,NASDAQ,0,0
1414,HAFC,Hanmi Financial Cp,NASDAQ,0,0
1415,HAIN,Hain Celestial Grp,NASDAQ,0,0
1416,HAIR,Restoration Robotics Inc,NASDAQ,0,0
1417,HALL,Hallmark Fin Svc,NASDAQ,0,0
1418,HALO,Halozyme Therapeutic,NASDAQ,0,0
1419,HAS,Hasbro Inc,NASDAQ,0,0
1420,HAYN,Haynes Intl Inc,NASDAQ,0,0
1421,HBAN,Huntington Bcshs,NASDAQ,0,0
1422,HBANN,Huntington Bancshares Incorporated Depositary Sh,NASDAQ,0,0
1423,HBANO,Huntington Banc. Dep,NASDAQ,0,0
1424,HBCP,Home Bancorp Inc,NASDAQ,0,0
1425,HBIO,Harvard Bioscience,NASDAQ,0,0
1426,HBK,Hamilton Bancorp,NASDAQ,0,0
1427,HBMD,Howard Bancorp MD,NASDAQ,0,0
1428,HBNC,Horizon Bancorp,NASDAQ,0,0
1429,HBP,Huttig Bldg Products,NASDAQ,0,0
1430,HCAP,Harvest Capital Cred,NASDAQ,0,0
1431,HCAPZ,Harvest Capital Credit Corporation 6.125% Notes,NASDAQ,0,0
1432,HCCH,Hl Acquisitions Corp,NASDAQ,0,0
1433,HCCHR,Hl Acquisitions Corp. Right,NASDAQ,0,0
1434,HCCHU,Hl Acquisitions Corp. Unit,NASDAQ,0,0
1435,HCCHW,Hl Acquisitions Corp. Warrant,NASDAQ,0,0
1436,HCCI,Heritage-Crystal,NASDAQ,0,0
1437,HCKT,Hackett Grp Inc,NASDAQ,0,0
1438,HCM,Hutchison China Ads,NASDAQ,0,0
1439,HCSG,Healthcare Svcs Gp,NASDAQ,0,0
1440,HDP,Hortonworks,NASDAQ,0,0
1441,HDS,HD Supply Hlds Cmm,NASDAQ,0,0
1442,HDSN,Hudson Tech Inc,NASDAQ,0,0
1443,HEAR,Turtle Beach Corp,NASDAQ,0,0
1444,HEBT,Hebron Technology Co. Ltd,NASDAQ,0,0
1445,HEES,H&E Equip Services,NASDAQ,0,0
1446,HELE,Helen of Troy Ltd,NASDAQ,0,0
1447,HEWG,Germany Curr Hedged Ishares MSCI ETF,NASDAQ,0,0
1448,HFBC,Hopfed Bancorp Inc,NASDAQ,0,0
1449,HFBL,Home Federal,NASDAQ,0,0
1450,HFFG,HF Foods Group Inc,NASDAQ,0,0
1451,HFGIC,Hartford Funds Nextshares Trust Hartford Global,NASDAQ,0,0
1452,HFWA,Heritage Financial,NASDAQ,0,0
1453,HGSH,China Hgs Real Est,NASDAQ,0,0
1454,HIBB,Hibbett Sports Inc,NASDAQ,0,0
1455,HIFS,Hingham Inst For Svg,NASDAQ,0,0
1456,HIHO,Highway Hldgs Ltd,NASDAQ,0,0
1457,HIIQ,Health Insurance Inn,NASDAQ,0,0
1458,HIMX,Himax Technologies,NASDAQ,0,0
1459,HJLI,Hancock Jaffe Laboratories Inc,NASDAQ,0,0
1460,HJLIW,Hancock Jaffe Laboratories Inc. Warrants,NASDAQ,0,0
1461,HLG,Hailiang Edu Grp Ads,NASDAQ,0,0
1462,HLIT,Harmonic Inc,NASDAQ,0,0
1463,HLNE,Hamilton Lane Incorporated Class A,NASDAQ,0,0
1464,HMHC,Houghton Mifflin Har,NASDAQ,0,0
1465,HMNF,Hmn Financial Inc,NASDAQ,0,0
1466,HMNY,Helios and Matsn Ana,NASDAQ,0,0
1467,HMST,Homestreet Inc,NASDAQ,0,0
1468,HMSY,Hms Hldgs Cp,NASDAQ,0,0
1469,HMTA,Hometown Bankshares,NASDAQ,0,0
1470,HMTV,Hemisphere Media A,NASDAQ,0,0
1471,HNDL,Strategy Shares Nasdaq 7Handl Index ETF,NASDAQ,0,0
1472,HNNA,Hennessy Advisors,NASDAQ,0,0
1473,HNRG,Hallador Energy Co,NASDAQ,0,0
1474,HOFT,Hooker Furniture,NASDAQ,0,0
1475,HOLI,Hollysys Automation,NASDAQ,0,0
1476,HOLX,Hologic Inc,NASDAQ,0,0
1477,HOMB,Home Bancshares Inc,NASDAQ,0,0
1478,HONE,Harborone Bancorp Inc,NASDAQ,0,0
1479,HOPE,Hope Bancorp Inc,NASDAQ,0,0
1480,HOVNP,Hovnanian Entr Dep A,NASDAQ,0,0
1481,HPJ,Highpower Intl Inc,NASDAQ,0,0
1482,HPT,Hospitality Properites Trust,NASDAQ,0,0
1483,HQCL,Hanwha Q Cells Ads,NASDAQ,0,0
1484,HQY,Healthequity,NASDAQ,0,0
1485,HRTX,Heron Therapeutics,NASDAQ,0,0
1486,HRZN,Horizon Technology F,NASDAQ,0,0
1487,HSDT,Helius Medical Technologies Inc,NASDAQ,0,0
1488,HSGX,Histogenics Cp,NASDAQ,0,0
1489,HSIC,Henry Schein Inc,NASDAQ,0,0
1490,HSII,Heidrick & Struggl,NASDAQ,0,0
1491,HSKA,Heska Corp,NASDAQ,0,0
1492,HSON,Hudson Global,NASDAQ,0,0
1493,HSTM,Healthstream Inc,NASDAQ,0,0
1494,HTBI,Hometrust Bancshares,NASDAQ,0,0
1495,HTBK,Heritage Commerce,NASDAQ,0,0
1496,HTBX,Heat Biologics Inc,NASDAQ,0,0
1497,HTGM,Htg Molecular Dia,NASDAQ,0,0
1498,HTHT,Huazhu Group Ltd,NASDAQ,0,0
1499,HTLD,Heartland Express,NASDAQ,0,0
1500,HTLF,Heartland Finl USA,NASDAQ,0,0
1501,HUBG,Hub Group Inc A,NASDAQ,0,0
1502,HUNT,Hunter Maritime Acquisition Corp Class A,NASDAQ,0,0
1503,HUNTU,Hunter Maritime Acquisition Corp,NASDAQ,0,0
1504,HUNTW,Hunter Maritime Acquisition Corp Warrant,NASDAQ,0,0
1505,HURC,Hurco Cos Inc,NASDAQ,0,0
1506,HURN,Huron Consulting,NASDAQ,0,0
1507,HVBC,Hv Bancorp Inc,NASDAQ,0,0
1508,HWBK,Hawthorn Bancshares,NASDAQ,0,0
1509,HWC,Hancock Whitney Corp,NASDAQ,0,0
1510,HWCC,Houston Wire Cable,NASDAQ,0,0
1511,HWCPL,Hancock Whitney Corp 5.95 Nt,NASDAQ,0,0
1512,HWKN,Hawkins Inc,NASDAQ,0,0
1513,HX,Hexindai Inc,NASDAQ,0,0
1514,HYAC,Haymaker Acquisition Corp Class A,NASDAQ,0,0
1515,HYACU,Haymaker Acquisition Corp Unit,NASDAQ,0,0
1516,HYACW,Haymaker Acquisition Corp Warrant,NASDAQ,0,0
1517,HYGS,Hydrogenics Corp,NASDAQ,0,0
1518,HYLS,Tactical High Yield ETF FT,NASDAQ,0,0
1519,HYND,Wisdomtree Neg Duration Hi Yld Bond Fund,NASDAQ,0,0
1520,HYRE,Hyrecar Inc,NASDAQ,0,0
1521,HYXE,High Yield Ex Oil and Gas Corp Bond Ishares Ibox,NASDAQ,0,0
1522,HYZD,Wisdomtree Int Rate Hi Yld Bond Hedged Fund,NASDAQ,0,0
1523,HZNP,Horizon Pharma Ord,NASDAQ,0,0
1524,IAC,Iac/Interactive,NASDAQ,0,0
1525,IAM,I-Am Capital Acquisition Company,NASDAQ,0,0
1526,IAMXR,I-Am Capital Acquisition Right,NASDAQ,0,0
1527,IAMXW,I-Am Capital Acquisition Warrant,NASDAQ,0,0
1528,IART,Integra Lifesciences,NASDAQ,0,0
1529,IBB,Nasdaq Biotechnology Ishares ETF,NASDAQ,0,0
1530,IBCP,Independent Bk Cp,NASDAQ,0,0
1531,IBKC,Iberiabank Corp,NASDAQ,0,0
1532,IBKCO,Iberiabank Ds Rep C,NASDAQ,0,0
1533,IBKCP,Iberiabank Dp Sh B,NASDAQ,0,0
1534,IBOC,Intl Bancshares,NASDAQ,0,0
1535,IBTX,Independent Bank Grp,NASDAQ,0,0
1536,IBUY,Amplify Onln Rtl ETF,NASDAQ,0,0
1537,ICAD,Icad Inc,NASDAQ,0,0
1538,ICBK,County Bancorp,NASDAQ,0,0
1539,ICCC,Immucell Cp,NASDAQ,0,0
1540,ICCH,Icc Holdings Inc,NASDAQ,0,0
1541,ICFI,Icf International,NASDAQ,0,0
1542,ICHR,Ichor Holdings Ltd,NASDAQ,0,0
1543,ICLK,Iclick Interactive Asia Group Limited American D,NASDAQ,0,0
1544,ICLN,Global Clean Energy Ishares ETF,NASDAQ,0,0
1545,ICLR,Icon Plc,NASDAQ,0,0
1546,ICON,Iconix Brand Group,NASDAQ,0,0
1547,ICPT,Intercept Pharmaceut,NASDAQ,0,0
1548,ICUI,I C U Medical Inc,NASDAQ,0,0
1549,IDCC,Interdigital Inc,NASDAQ,0,0
1550,IDEX,Ideanomics Inc,NASDAQ,0,0
1551,IDLB,FTSE Intl Low Beta EW Invesco ETF,NASDAQ,0,0
1552,IDRA,Idera Pharmaceutical,NASDAQ,0,0
1553,IDSA,Industrial Svcs Am,NASDAQ,0,0
1554,IDSY,Id Systems Inc,NASDAQ,0,0
1555,IDTI,Integrated Devices,NASDAQ,0,0
1556,IDXG,Interpace Diag Grp,NASDAQ,0,0
1557,IDXX,Idexx Laboratories,NASDAQ,0,0
1558,IEA,Infrastructure and Energy Alternatives Inc,NASDAQ,0,0
1559,IEAWW,Infrastructure and Energy Alternatives Inc. WT,NASDAQ,0,0
1560,IEF,7-10 Year Treas Bond Ishares ETF,NASDAQ,0,0
1561,IEI,3-7 Year Treas Bond Ishares ETF,NASDAQ,0,0
1562,IEP,Icahn Enterprises,NASDAQ,0,0
1563,IESC,Ies Holdings,NASDAQ,0,0
1564,IEUS,Europe Small-Cap Ishares MSCI ETF,NASDAQ,0,0
1565,IFEU,Europe Developed Real Estate Ishares ETF,NASDAQ,0,0
1566,IFGL,Intl Developed Real Estate Ishares ETF,NASDAQ,0,0
1567,IFMK,Ifresh Inc,NASDAQ,0,0
1568,IFRX,Fireman B.V.,NASDAQ,0,0
1569,IFV,Dorsey Wright Intl Focus 5 ETF FT,NASDAQ,0,0
1570,IGF,Global Infrastructure Ishares ETF,NASDAQ,0,0
1571,IGIB,Intermediate-Term Corp Bond Ishares ETF,NASDAQ,0,0
1572,IGLD,Internet Gold-Golden,NASDAQ,0,0
1573,IGOV,Intl Treasury Bond Ishares ETF,NASDAQ,0,0
1574,IGSB,Short-Term Corp Bond Ishares ETF,NASDAQ,0,0
1575,III,Information Svcs Grp,NASDAQ,0,0
1576,IIIN,Insteel Industries,NASDAQ,0,0
1577,IIIV,I3 Verticals Inc. Class A,NASDAQ,0,0
1578,IIJI,Internet Init Jap,NASDAQ,0,0
1579,IIN,Intricon Corp,NASDAQ,0,0
1580,IIVI,I I V I Inc,NASDAQ,0,0
1581,IJT,S&P Small-Cap 600 Growth Ishares ETF,NASDAQ,0,0
1582,IKNX,Ikonics Corp,NASDAQ,0,0
1583,ILMN,Illumina Inc,NASDAQ,0,0
1584,ILPT,Industrial Logistics Properties Trust,NASDAQ,0,0
1585,IMDZ,Immune Design CS,NASDAQ,0,0
1586,IMGN,Immunogen Inc,NASDAQ,0,0
1587,IMI,Intermolecular Inc,NASDAQ,0,0
1588,IMKTA,Ingles Markets Inc,NASDAQ,0,0
1589,IMMP,Immutep Ltd ADR,NASDAQ,0,0
1590,IMMR,Immersion Corp,NASDAQ,0,0
1591,IMMU,Immunomedics Inc,NASDAQ,0,0
1592,IMMY,Imprimis Phar,NASDAQ,0,0
1593,IMOS,Chipmos Tech New,NASDAQ,0,0
1594,IMPV,Imperva Inc,NASDAQ,0,0
1595,IMRN,Immuron Ltd,NASDAQ,0,0
1596,IMRNW,Immuron Limited Warrants,NASDAQ,0,0
1597,IMTE,Integrated Media Technology,NASDAQ,0,0
1598,IMV,Imv Inc,NASDAQ,0,0
1599,IMXI,International Money Express Inc,NASDAQ,0,0
1600,INAP,Internap Corp,NASDAQ,0,0
1601,INBK,First Internet Bcp,NASDAQ,0,0
1602,INBKL,First Internet Bancorp,NASDAQ,0,0
1603,INCY,Incyte Corp,NASDAQ,0,0
1604,INDB,Independent Bk Corp,NASDAQ,0,0
1605,INDU,Industrea Acquisition Corp,NASDAQ,0,0
1606,INDUU,Industrea Acquisition Corp Unit,NASDAQ,0,0
1607,INDUW,Industrea Acquisition Corp Warrant,NASDAQ,0,0
1608,INDY,India 50 Ishares ETF,NASDAQ,0,0
1609,INFI,Infinity Pharmaceuti,NASDAQ,0,0
1610,INFN,Infinera Corp,NASDAQ,0,0
1611,INFO,IHS Markit Ltd,NASDAQ,0,0
1612,INFR,Legg Global Infrastructure ETF,NASDAQ,0,0
1613,INGN,Inogen Inc,NASDAQ,0,0
1614,INNT,Innovate Biopharmaceuticals Inc,NASDAQ,0,0
1615,INO,Inovio Pharma,NASDAQ,0,0
1616,INOD,Innodata Inc,NASDAQ,0,0
1617,INOV,Inovalon Hldgs Cm A,NASDAQ,0,0
1618,INPX,Inpixon,NASDAQ,0,0
1619,INSE,Inspired Entertainment Inc,NASDAQ,0,0
1620,INSG,Novatel Wireless,NASDAQ,0,0
1621,INSM,Insmed Inc,NASDAQ,0,0
1622,INSY,Insys Theraptcs,NASDAQ,0,0
1623,INTC,Intel Corp,NASDAQ,0,0
1624,INTG,Intergroup Cp The,NASDAQ,0,0
1625,INTL,Intl Fcstone Inc,NASDAQ,0,0
1626,INTU,Intuit Inc,NASDAQ,0,0
1627,INTX,Intersections Inc,NASDAQ,0,0
1628,INVA,Innoviva Inc,NASDAQ,0,0
1629,INVE,Identiv Inc,NASDAQ,0,0
1630,INWK,Innerworkings Inc,NASDAQ,0,0
1631,IONS,Ionis Pharmaceutical,NASDAQ,0,0
1632,IOSP,Innospec Inc,NASDAQ,0,0
1633,IOTS,Adesto Tech,NASDAQ,0,0
1634,IOVA,Iovance Biotherapeutics Inc,NASDAQ,0,0
1635,IPAR,Inter Parfums Inc,NASDAQ,0,0
1636,IPAS,Ipass Inc,NASDAQ,0,0
1637,IPCI,Intellipharmaceutics,NASDAQ,0,0
1638,IPDN,Professional Diversi,NASDAQ,0,0
1639,IPGP,Ipg Photonics Corp,NASDAQ,0,0
1640,IPHS,Innophos Hldngs Inc,NASDAQ,0,0
1641,IPIC,Ipic Entertainment Inc. Class A,NASDAQ,0,0
1642,IPKW,Intl Buyback Achievers Invesco ETF,NASDAQ,0,0
1643,IPWR,Ideal Power Inc,NASDAQ,0,0
1644,IQ,Iqiyi Inc. ADR,NASDAQ,0,0
1645,IRBT,Irobot Corp,NASDAQ,0,0
1646,IRCP,Irsa Propiedades Ads,NASDAQ,0,0
1647,IRDM,Iridium Comm Inc,NASDAQ,0,0
1648,IRDMB,Iridium 6.75 Sr B Pf,NASDAQ,0,0
1649,IRIX,Iridex Cp,NASDAQ,0,0
1650,IRMD,Iradimed Cp,NASDAQ,0,0
1651,IROQ,If Bancorp Inc,NASDAQ,0,0
1652,IRTC,Irhythm Technologies Inc,NASDAQ,0,0
1653,IRWD,Ironwood Pharmaceuti,NASDAQ,0,0
1654,ISBC,Investors Bancorp,NASDAQ,0,0
1655,ISCA,Intl Speedway Cl A,NASDAQ,0,0
1656,ISDS,Invesco Developed Ex-US Small Company ETF,NASDAQ,0,0
1657,ISDX,Invesco Developed Ex-US ETF,NASDAQ,0,0
1658,ISEM,Invesco Emerging Markets ETF,NASDAQ,0,0
1659,ISHG,1-3 Year Intl Treas Bond Ishares ETF,NASDAQ,0,0
1660,ISIG,Insignia Systems,NASDAQ,0,0
1661,ISNS,Image Sensing Syst,NASDAQ,0,0
1662,ISRG,Intuitive Surg Inc,NASDAQ,0,0
1663,ISRL,Isramco Inc,NASDAQ,0,0
1664,ISSC,Innovative Sol&Sup,NASDAQ,0,0
1665,ISTB,1-5 Year USD Bond Ishares Core ETF,NASDAQ,0,0
1666,ISTR,Investar Holding,NASDAQ,0,0
1667,ITCI,Intra-Cellular Ther,NASDAQ,0,0
1668,ITI,Iteris Inc,NASDAQ,0,0
1669,ITIC,Investors Title Co,NASDAQ,0,0
1670,ITRI,Itron Inc,NASDAQ,0,0
1671,ITRM,Iterum Therapeutics Plc Ordinary Share,NASDAQ,0,0
1672,ITRN,Ituran Location,NASDAQ,0,0
1673,IUS,Invesco Strategic US ETF,NASDAQ,0,0
1674,IUSB,USD Bond Market Total Ishares Core ETF,NASDAQ,0,0
1675,IUSG,S&P US Growth Ishares Core ETF,NASDAQ,0,0
1676,IUSS,Invesco US Small Company ETF,NASDAQ,0,0
1677,IUSV,S&P US Value Ishares Core ETF,NASDAQ,0,0
1678,IVAC,Intevac Inc,NASDAQ,0,0
1679,IVFVC,Ivy Nextshares Ivy Focused Value Nextshares,NASDAQ,0,0
1680,IXUS,Total Intl Stock Ishares Core MSCI ETF,NASDAQ,0,0
1681,IZEA,Izea Inc,NASDAQ,0,0
1682,JACK,Jack In The Box Inc,NASDAQ,0,0
1683,JAGX,Jaguar Health Inc,NASDAQ,0,0
1684,JAKK,Jakks Pacific Inc,NASDAQ,0,0
1685,JASN,Jason Indst,NASDAQ,0,0
1686,JASNW,Jason Industries WT,NASDAQ,0,0
1687,JAZZ,Jazz Pharma Plc,NASDAQ,0,0
1688,JBHT,J B Hunt Transport,NASDAQ,0,0
1689,JBLU,Jetblue Airways Cp,NASDAQ,0,0
1690,JBSS,John B Sanfilippo,NASDAQ,0,0
1691,JCOM,J2 Global Inc,NASDAQ,0,0
1692,JCS,Commun Systems Inc,NASDAQ,0,0
1693,JCTCF,Jewett-Cameron Trd,NASDAQ,0,0
1694,JD,Jd.com Inc Ads,NASDAQ,0,0
1695,JG,Aurora Mobile Limited ADR,NASDAQ,0,0
1696,JJSF,J J Snack Foods,NASDAQ,0,0
1697,JKHY,Jack Henry & Assoc,NASDAQ,0,0
1698,JKI,Mstar Mid-Cap Value Ishares ETF,NASDAQ,0,0
1699,JMU,Jmu Ltd,NASDAQ,0,0
1700,JNCE,Jounce Therapeutics Inc,NASDAQ,0,0
1701,JOBS,51Job Inc,NASDAQ,0,0
1702,JOUT,Johnson Outdoors I,NASDAQ,0,0
1703,JRJC,China Finance Online,NASDAQ,0,0
1704,JRSH,Jerash Holdings Inc,NASDAQ,0,0
1705,JRVR,James River Gp HD,NASDAQ,0,0
1706,JSM,SLM Cp 6% Sr Nt,NASDAQ,0,0
1707,JSMD,Janus Small/Midcap Growth ETF,NASDAQ,0,0
1708,JSML,Janus Smallcap Growth ETF,NASDAQ,0,0
1709,JSYN,Jensyn Acq Cp CS,NASDAQ,0,0
1710,JSYNR,Jensyn Acq Cp Rt,NASDAQ,0,0
1711,JSYNW,Jensyn Acq Cp WT,NASDAQ,0,0
1712,JTPY,Jetpay Corp,NASDAQ,0,0
1713,JVA,Coffee Holding Co,NASDAQ,0,0
1714,JYNT,The Joint Corp,NASDAQ,0,0
1715,KALA,Kala Pharmaceuticals Inc,NASDAQ,0,0
1716,KALU,Kaiser Aluminum,NASDAQ,0,0
1717,KALV,Kalvista Pharmaceuticals Inc,NASDAQ,0,0
1718,KANG,Ikang Healthcare ADR,NASDAQ,0,0
1719,KBAL,Kimball Intl Cl B,NASDAQ,0,0
1720,KBLM,Kbl Merger Corp IV,NASDAQ,0,0
1721,KBLMR,Kbl Merger Corp IV Right,NASDAQ,0,0
1722,KBLMW,Kbl Merger Corp IV Warrant,NASDAQ,0,0
1723,KBSF,Kbs Fashion Gp Ltd,NASDAQ,0,0
1724,KBWB,KBW Bank Invesco ETF,NASDAQ,0,0
1725,KBWD,KBW High Dividend Yield Financial Invesco ETF,NASDAQ,0,0
1726,KBWP,KBW Property & Casualty Insurance Invesco ETF,NASDAQ,0,0
1727,KBWR,KBW Regional Banking Invesco ETF,NASDAQ,0,0
1728,KBWY,KBW Premium Yield Equity REIT Invesco ETF,NASDAQ,0,0
1729,KCAP,Kcap Financial,NASDAQ,0,0
1730,KCAPL,Kcap Financial Inc 6.125% Notes Due 2022,NASDAQ,0,0
1731,KE,Kimball Electrnc,NASDAQ,0,0
1732,KELYA,Kelly Svcs Cl A,NASDAQ,0,0
1733,KELYB,Kelly Services Inc. Class B,NASDAQ,0,0
1734,KEQU,Kewaunee Scientifi,NASDAQ,0,0
1735,KERX,Keryx Biopharm Inc,NASDAQ,0,0
1736,KEYW,Keyw Holding Corp,NASDAQ,0,0
1737,KFFB,Kentucky First Fed,NASDAQ,0,0
1738,KFRC,Kforce Inc,NASDAQ,0,0
1739,KGJI,Kingold Jewelry Inc,NASDAQ,0,0
1740,KHC,Kraft Heinz Co,NASDAQ,0,0
1741,KIDS,Orthopediatrics Corp,NASDAQ,0,0
1742,KIN,Kindred Biosciences,NASDAQ,0,0
1743,KINS,Kingstone Cos Inc,NASDAQ,0,0
1744,KIRK,Kirkland's Inc,NASDAQ,0,0
1745,KLAC,K L A-Tencor Corp,NASDAQ,0,0
1746,KLIC,Kulicke and Soffa,NASDAQ,0,0
1747,KLXE,Klx Energy Services Holdings Inc,NASDAQ,0,0
1748,KMDA,Kamada Ltd,NASDAQ,0,0
1749,KMPH,Kempharm Inc,NASDAQ,0,0
1750,KNDI,Kandi Techs Grp,NASDAQ,0,0
1751,KNSA,Kiniksa Pharmaceuticals Ltd,NASDAQ,0,0
1752,KNSL,Kinsale Capital Group Inc,NASDAQ,0,0
1753,KOD,Kodiak Sciences Inc,NASDAQ,0,0
1754,KONA,Kona Grill Inc,NASDAQ,0,0
1755,KOOL,Cesca Therapeutics I,NASDAQ,0,0
1756,KOPN,Kopin Cp,NASDAQ,0,0
1757,KOSS,Koss Cp,NASDAQ,0,0
1758,KPFS,Pepper Food Service Co ADR,NASDAQ,0,0
1759,KPTI,Karyopharm Therapeut,NASDAQ,0,0
1760,KRMA,G-X Conscious Companies ETF,NASDAQ,0,0
1761,KRNT,Kornit Digital Ord,NASDAQ,0,0
1762,KRNY,Kearny Financial,NASDAQ,0,0
1763,KRYS,Krystal Biotech Inc,NASDAQ,0,0
1764,KTCC,Key Tronic Cp,NASDAQ,0,0
1765,KTOS,Kratos Defns,NASDAQ,0,0
1766,KTOV,Kitov Pharamceut Ads,NASDAQ,0,0
1767,KTOVW,Kitov Pharamceuti WT,NASDAQ,0,0
1768,KURA,Kura Oncology,NASDAQ,0,0
1769,KVHI,K V H Inds Inc,NASDAQ,0,0
1770,KZIA,Kazia Therapeutics Ltd,NASDAQ,0,0
1771,KZR,Kezar Life Sciences Inc,NASDAQ,0,0
1772,LABL,Multi Color Cp,NASDAQ,0,0
1773,LACQ,Leisure Acquisition Corp,NASDAQ,0,0
1774,LACQU,Leisure Acquisition Corp Unit,NASDAQ,0,0
1775,LACQW,Leisure Acquisition Corp. Warrant,NASDAQ,0,0
1776,LAKE,Lakeland Inds Inc,NASDAQ,0,0
1777,LALT,Multi-Strategy Alternative Invesco ETF,NASDAQ,0,0
1778,LAMR,Lamar Advertis A,NASDAQ,0,0
1779,LANC,Lancaster Colony Cor,NASDAQ,0,0
1780,LAND,Gladstone Land Corp,NASDAQ,0,0
1781,LANDP,Gladstone Land Corp,NASDAQ,0,0
1782,LARK,Landmark Bancorp Inc,NASDAQ,0,0
1783,LASR,Nlight Inc,NASDAQ,0,0
1784,LAUR,Laureate Education Inc,NASDAQ,0,0
1785,LAWS,Lawson Products In,NASDAQ,0,0
